Vibrio.cholerae,Escherichia.coli,Escherichia.albertii,Klebsiella.pneumoniae,Shigella.dysenteriae,Shigella.flexneri,Shigella.boydii,Salmonella.enterica,Brachyspira.pilosicoli,Faecalibacterium.prausnitzii,Roseburia.Lachnospiraceae bacterium GAM79,Roseburia.[Eubacterium] rectale,Roseburia.intestinalis,Streptococcus.pasteurianus,Streptococcus.gallolyticus,Streptococcus.equinus,Streptococcus.mitis,Streptococcus.infantarius,Streptococcus.lutetiensis,Lactobacillus.ruminis,Enterococcus.faecium,Bifidobacterium.longum,Bifidobacterium.breve,Bifidobacterium.kashiwanohense,Collinsella.aerofaciens,Fusobacterium.mortiferum,Bacteroides.thetaiotaomicron,Bacteroides.vulgatus,Bacteroides.fragilis,Prevotella.dentalis,Prevotella.intermedia,Prevotella.ruminicola,ICP3,Bifidobacterium.pseudocatenulatum,Bifidobacterium.adolescentis,ICP1,ICP2,Sample
0.0124992033364213,0.179929838084417,0.00182647535636646,0.000199604469304846,0.000572980880498227,0.000377579016399915,0.000279723860306483,0.000614968376552501,0,7.29865289538486e-05,2.00491257559436e-05,7.92326027470464e-05,9.6775587783497e-06,1.55766284719254e-05,5.66773362716098e-06,4.39538526187995e-06,2.42517309624779e-05,2.62180875270032e-05,8.55943445734516e-06,0,9.40766670086585e-06,1.65790847597226e-06,0,3.89415711798136e-06,6.74730193709641e-06,0,1.63091926822387e-05,8.79077052375989e-06,2.08588019883952e-05,1.99334577227362e-05,2.36733907964411e-05,3.23484932869936e-05,0,2.15913661987085e-06,0,0,0,1281469
0.013088682263361,0.135433227473136,0.00106576663288292,0.00115007076531865,0.00105998714278393,0.00102096364352048,0.000546663340355175,0.00155759646386914,2.19716152523705e-06,0.00011205523778709,6.49595581374432e-05,0.000417126339128156,2.42643055395744e-05,6.7586599091531e-05,6.7347777186614e-06,1.01738131494672e-05,3.87369129775489e-05,2.8945214875949e-05,2.06342125848349e-05,0.000143293142950242,4.70479152686629e-05,0.000552299537311218,1.35650841992896e-05,6.09473501348365e-05,0.000110431248833654,1.91057523933657e-05,0.000315818087062334,0.000649595581374433,0.00143756457445782,0.000243359521110495,0.000218092163570269,0.000288114746091954,0.0118233082823484,3.50112912608426e-05,0.000195881726412981,5.3973750511258e-06,0,1283200
0.00660678281152516,0.000225300752975117,0,0,0,0,0,0,0,6.1570440760824e-06,0.00151945651418989,2.01182395607024e-05,3.61579276315157e-05,0.00107395319760202,6.11390555070857e-05,9.49047558224166e-06,2.23535995118915e-06,9.37282505849486e-06,2.07849258619342e-05,0,2.74517888742527e-06,5.64722513984628e-06,0,3.53343739652882e-05,2.58831152242954e-06,0.000262948920574092,0.00150443646399155,2.49026941930721e-05,0.00441479668675732,0,0,0,0,2.22751658293936e-05,3.76481675989752e-06,0,0,1283250
0.00112460108457967,0.119505736504506,0.000801457600348581,0.00217232451364348,0.000671215915334477,0.00070447595541958,0.000443156259431787,0.000905097686571214,3.50291911534598e-05,0.0100598111376552,0.000365699609020831,0.00139547419633659,0.000285798313497236,1.03254089625901e-05,1.89781660060067e-06,2.63764341100432e-06,1.50217008895002e-05,1.4796536208073e-06,2.54114426182123e-06,0.000102321264517131,2.72127600696299e-05,2.54114426182123e-05,2.1647975800072e-05,7.02192142222247e-05,0.00203433073031167,0.188200039004956,0.00134597013280567,0.00082490689360007,0.00172640194526845,0.00208338446447974,0.00197803955995487,0.00261689609392996,0.0357832033387934,8.63667385188609e-05,6.54264231461315e-05,0,0,1283700
0.0346430456297826,0.000275323408973948,2.75783047386258e-06,1.96987890990184e-06,1.44457786726135e-06,0,1.37891523693129e-06,5.38433568706504e-06,0,1.24758997627117e-05,0,0,0,0,0,0,4.2713541029705e-05,2.5608425828724e-06,0,0,0,0,0,0,6.6319256633362e-06,2.79066178902761e-06,1.7072283885816e-06,1.11626471561104e-06,1.7072283885816e-06,3.80843255914356e-06,3.41445677716319e-06,4.30090228661902e-06,1.18192734594111e-06,0,0,6.82891355432639e-06,0,1283870
0.00287005419013328,0.222557028002531,0.00117808190589149,0.00107813258459767,0.00141840030545518,0.000923745456863319,0.000724161120317484,0.00169857271111968,2.57102342196051e-05,0.000419787149434042,5.36206107318415e-05,3.28764119727469e-05,0.000268040192450847,0.00186062890627406,0.000342845030400309,0.000509678677390118,0.000376790082915191,0.0109905908086101,0.000848437729246969,0,1.81040280079371e-05,7.60620621166802e-06,2.76589316787928e-06,0,2.20014229263125e-05,0.511889694671796,0.0001887093474994,0.000161113277028968,0.000502575360845337,0.000148289590523346,0.000121322132136523,0.000117990488093396,0.0145784571370164,0,4.14883975181892e-06,0.00240613847242989,0,1284200
0.757913379837219,0.00489976864690308,5.42753362743302e-05,7.91366118910356e-05,3.47341690200473e-05,1.58580153110672e-05,1.70857326254725e-05,0.000140113238506494,2.7112090693115e-05,0.0684459052916356,0.000634525231995091,0.00470645432477236,0.000564749964626395,2.2405840987895e-05,7.98016254363384e-06,6.604096053738e-05,1.47837626609627e-05,0.000147530697281026,0.000149730357469335,0.000211013913413395,5.95442897486525e-05,0.000251733204341167,5.28941542956243e-05,5.83165724342473e-05,0.00061073820902849,0.000411899158982947,0.00355848748091539,0.00144267015420232,0.00721805702071681,0.00308244009225477,0.0033720279137901,0.00308346319001678,0,4.76763557094022e-05,0.00041747504178587,0,0,1284579
0.606475766999448,0.00367319572262705,0.00071843818076352,5.68264367876833e-05,2.63500929818048e-05,1.28130946642292e-05,1.69755406709704e-05,8.44433611628441e-05,0,0.00369523858887144,0.000130302657602331,0.000495222489254193,0.000147929711561313,1.98711552843555e-05,7.28247075266362e-05,5.99754176797397e-05,0.000111698333711332,0.00272879101647149,3.32995680539291e-05,1.12205066268674e-05,1.9473008275015e-05,3.01143919792054e-05,5.89981477477222e-06,3.02591727098747e-05,0.000611372830433605,3.33719584192637e-05,0.000263537125000715,0.000128492898468966,0.000286955408186467,0.000276603585943615,0.000294266835085265,0.000335891295152676,0,1.71565165843069e-05,3.26480547659174e-05,0,0,1285155
0.438719061036198,0.0648450094516845,0.000221497701606449,0.000286883382413557,0.000192512733575301,0.000131322245509544,9.5811422102962e-05,0.000337818954889347,8.55988821972504e-06,9.23789916782207e-06,1.99165716003503e-06,1.69502737024258e-06,2.41541400259568e-06,0.0014984465709787,8.22088274567653e-05,9.37350135744148e-05,0.00083115667099845,0.000168485720602113,0.000224463999504374,2.11878421280323e-06,2.19929801288975e-05,8.94126937802962e-06,4.15281705709433e-06,6.65298242820214e-06,8.34800979844472e-06,0,1.93656877050215e-05,9.11077211505388e-06,8.17850706142046e-06,8.85651800951749e-06,3.69939723555444e-05,0,0,2.54254105536387e-06,1.48314894896226e-06,1.99165716003503e-06,0,1285850
0.00331095185028875,0.116919677632809,0.000774384868687474,0.00178217101487801,0.000791215030588202,0.000446961718982394,0.000400123526478607,0.000551940470779606,1.51520812420047e-05,0.00198911784434943,0.00012363506029714,0.000107101030277363,0.000213461730852347,0.00233638183007824,0.00956264134436372,0.00439104353074488,9.17021724678984e-05,0.369706389682015,0.00315350840024968,4.23962142895182e-05,0.000348448513252617,4.76278775196566e-05,3.03041624840095e-05,0.000562008954731948,2.082794229357e-05,7.15652045632146e-06,0.000121907624324924,5.72521636505717e-05,0.000250823703165694,0.000127188642868555,0.000148214006416092,0.000125806694090782,0.0176285334517729,0.00042154373253408,0.000120575030860644,0,0,1287100
8.95482434776835e-05,0.850811828253492,0.00611210657932973,0.00347338641367984,0.00574744889265456,0.00327784880537296,0.00265851336028666,0.0137830868588432,0,0,0,0,0,0.00015323763589764,0.000437605186263938,0.000702977654680424,0.000898834508062095,0.000562430010505557,2.11499862046222e-05,0,3.59948821822061e-05,0,0,0,0,0,6.14546768964494e-06,0,0,0,8.69942828793895e-06,0,0,0,0,0,0,1287200
0.0103856988214791,0.021479127041467,0.000298886216743375,0.22580488322746,0.000241483762799008,0.00014965388849633,0.000169607740295841,0.00157291155012552,2.51530948740311e-05,0.0176712435697132,0.00116371706815245,0.00134758759688245,0.00119385862597636,0.00027963496535934,0.000844314919277184,0.000732952753424281,0.00143000262561775,0.0323917761745529,0.000344344463624655,3.04225979900991e-05,0.000153869490989185,4.19452448039011e-05,3.59731412723574e-05,9.41484556737478e-06,0.0137799614286424,1.31386277693961e-05,3.73080820617612e-05,1.84081308854641e-05,7.29299231263807e-05,7.72157856607827e-05,0.000353548529067387,8.31176291507788e-05,0,1.61598095559418e-05,3.59731412723574e-05,2.24832132952234e-06,0,1287250
0.346021838023589,0.00608103201978108,0.000103032914332815,7.17592123114347e-05,4.38141468913398e-05,2.82547060341679e-05,2.48486592793641e-05,0.000213419793249866,5.1942213010758e-05,0.0690037978969519,0.0123762579343472,0.0254088765603758,0.00553459374609563,0.000111702851526861,2.63968623497295e-05,0.000282237419727606,0.00337879838076537,3.64601823071043e-05,1.99718196077132e-05,8.32933251856566e-05,0.000156832971028011,6.47148883412723e-05,6.61856812581194e-05,2.30682257484439e-05,0.00451007036428135,0.000237494350994047,0.0101753324495158,0.00443885302304454,0.00907974654677176,0.0110380686104769,0.013019381489777,0.013411618737654,0,4.45108382730042e-05,5.79027948316647e-05,0,0,1287950
1.01910326781955e-05,0.262938440653957,0.000886383757303901,0.000790572311082256,0.000858289559109957,0.00071160164473037,0.00062684687875032,0.000822443880461941,0.00232717543134825,1.29847134509827e-06,5.69360011017333e-05,0,9.52212319738732e-06,0.00241374018768813,0.000759408998799898,0.00233288083574337,1.79818607487851e-05,0.00654834838379665,0.00554309547699148,0,8.07413090952016e-05,5.27258061342934e-06,8.94371323457082e-05,0,0,2.48283460229397e-05,5.03649491432056e-06,4.48562828306675e-06,1.06238564598949e-05,5.11519014735682e-06,3.81671880225855e-06,4.56432351610301e-06,3.58063310314978e-06,2.08542367546086e-06,0,0,0,1287962
0.00080850415453807,0.003533821532856,2.76939314974223e-05,1.76923871210182e-05,1.54506616573414e-05,9.76012778800809e-06,1.04154013850828e-05,3.60400478391112e-05,0.00195371547372039,6.86312872725657e-06,0,2.37967779990303e-06,0,9.96705629234749e-06,8.41509250980203e-06,1.48298761443233e-06,1.44849953037576e-06,1.99686006687515e-05,0,0,0,0,0,0,0,4.96628410414546e-06,1.79338037094142e-06,1.48298761443233e-06,3.58676074188283e-06,1.96582079122424e-06,3.44880840565657e-06,2.17274929556364e-06,0.0173820633406772,0,0,1.37952336226263e-06,0,1287972
0.0844443704513731,0.00901393544064924,6.66372326865668e-05,5.66829428723308e-05,4.2034053495049e-05,2.96020583558721e-05,2.14734461494873e-05,0.000119712288857668,0.000233773670833892,0.000679239007149571,0.00024277165332973,0.000174526085607675,0.000228687854640592,1.4257672747028e-05,2.73851641177672e-06,2.75590381756577e-05,0.000263593071762127,3.59484614688785e-05,7.52005300376781e-06,0.00408769216397871,5.02930712448518e-05,0.00618191825424186,0.0050287855023115,0.0534713151490338,0.00602095434514965,5.12928470777226e-06,0.00428321354207667,0.00271365242149836,0.00351203862681746,0.00328704559590704,0.00416680486031893,0.00485643284242746,0,0.00876268742699735,0.00263827801740279,0,0,1288650
0.459294692938888,0.000735760961954005,6.85452520110996e-05,8.31661429217241e-05,7.23183851493253e-06,8.48954956100775e-06,4.63780948240238e-06,0.00018700591116331,8.63104205369121e-05,0.0115598580452985,0.00402758380423476,0.0431487644993449,0.0051953685105156,0.000182996957203945,6.13134134961671e-05,0.000156899452997884,0.000101402953089815,2.60188972656812e-05,1.75293477046734e-05,0.000131352197374481,0.000193058645572547,0.00013158801819562,0.000108241756902849,0.000265219816841113,0.00177667406646201,0.0139980095150557,0.00875390470150469,0.00382564257439931,0.00879430866885985,0.0115668540629923,0.012391362260635,0.0169893966312052,0,0.000254136238247575,6.01343093904716e-05,0,0,1289150
0.744550355731345,0.216415260504468,0.00126052236741506,0.00049160817586117,0.000948530836914275,0.000516097306983681,0.000496238847927972,0.000854002790781383,2.226284647501e-06,6.81243102135305e-06,0,0,0,3.04110482848636e-05,1.72759688646077e-05,1.02854350714546e-05,5.28519975316737e-05,1.64745063915074e-05,1.67416605492075e-05,0,6.27812270595281e-06,0,0,2.27081034045102e-06,2.13723326160096e-06,8.76710894185893e-05,2.27081034045102e-06,0,3.51752974305158e-06,2.35986172635106e-06,4.80877483860215e-06,3.3394269712515e-06,0,1.82555341095082e-06,0,0,0,1289750
0.302711892608971,0.0183554761062521,0.000137858234118058,0.00198209109183454,0.000135361448506606,6.75915533386081e-05,6.8304920656166e-05,0.000425077750349795,6.3935545836124e-05,0.0143385939119985,0.00410168373412836,0.0191165498631717,0.00281334235861885,0.000133310517468627,1.68533028773047e-05,0.000238799709552497,0.00022435402137195,0.000189577364641004,0.000199386165257424,0.000127871091672248,0.000247360117363191,0.000305410382829463,0.000170316447066941,0.000370683492386008,0.035408521832473,0.0140293491798371,0.0102838140789995,0.00600985213768096,0.0110777919034415,0.0147329076967786,0.0144209878371764,0.0161853235553264,0,0.000296582462274684,0.00258907750816159,0,0,1289800
0.00831765425825008,0.147176971527137,0.00118598402114708,0.000648938418571334,0.00250109048929025,0.000704219589850962,0.000661112250513779,0.0012996064526099,0,2.62768503675732e-05,5.25537007351464e-06,1.60987285796271e-05,7.1180328843806e-06,0.00536307189818579,0.00206981752490297,0.00558918585869055,0.000248133295876071,0.0195754552397802,0.0132315583243299,8.54829182843838e-05,0.000180146103279464,2.28176194331079e-05,1.2972116004245e-05,8.94743385933822e-05,2.48133295876071e-05,0.000157395007518173,4.98927538624808e-06,3.7253256217319e-06,6.91846186893067e-06,1.75622493595932e-05,1.2040784598812e-05,5.85408311986441e-06,0.0678688469844454,5.78090708086611e-05,1.76287730314099e-05,0,0,1289950
0.00923093388510832,0.367390887720958,0.00187406673253452,0.00057009944295568,0.00215160220907565,0.00172518636556408,0.00136983982930445,0.0025012603916916,0.012463112606719,0.0200321342822256,0.000834994133621955,0.000609426332344098,0.000748334523791048,4.34000315036475e-05,1.46071303442697e-05,0.000278097289246673,0.000967933065072448,4.64197747959724e-05,1.41857708151081e-05,3.96077957411928e-05,8.86961808885222e-05,5.71644427895939e-05,6.29932496096631e-05,5.54790046729474e-06,0.000696647754880555,0.0769795769143013,0.00119588857034889,0.0496738642130995,0.00492976603801464,0.000418831371986656,0.00036356304707829,0.000397693168940381,0.00632832854189027,7.86537787768368e-06,2.19809221045981e-05,0,0,1290250
0.177234477912157,0.155229871975299,0.00102259737376005,0.000427968816579388,0.000874172826213028,0.000651318919260892,0.000509406940661813,0.00113895527229671,0.000764699643421344,0.00167100114311091,8.81987908950565e-05,0.000212619870033934,0.000104077054234813,1.39555048884583e-05,1.11644039107666e-05,0.000146005593366359,0.000395405971839652,0.000214666677417574,5.21625760497486e-05,3.72767041687264e-05,1.339728469292e-05,5.97915853887725e-05,6.07839768475073e-06,3.28729670705907e-06,0.00042406127521062,0.00410341463293611,0.000121505929228844,0.00868832519675711,0.000576579437524926,8.13760996162546e-05,7.39331636757435e-05,0.000102092271317344,0.0283768135178603,2.85312544386259e-06,5.58220195538332e-06,0,0,1290550
0.806065552864145,0.00644705200007531,7.22080383463505e-05,3.64922344331019e-05,5.8154645937007e-05,3.33476908276963e-05,3.39688352435789e-05,6.8830565584989e-05,1.59168256569912e-06,0.00174685220509179,0.000809351173895008,0.000765754600205249,0.000160061151667744,5.47383516496528e-06,1.43639646172848e-06,1.94107629963308e-06,8.57955724437821e-06,4.61587944052746e-05,2.0187193516184e-06,8.11369893246627e-06,1.12194210118792e-05,3.29982970937623e-06,1.90225477364042e-06,0,0.000448854483527153,4.3130715377847e-05,0.000100741859950957,5.88146118788823e-05,0.000929581439894281,2.48457766353034e-05,3.35417984576596e-05,3.88991690446469e-05,0,0,0,0,0,1293000
